user_id,donor_id,name,phone,email,blood_type,lat,lon,last_donation_date,is_active,reliability_score
ab50e9a0-f6e9-4439-9618-f077d3bb22d9,bd70612a-295b-416c-ba33-950afc6cbc59,Inaya Kapur,+913092327193,xkunda@example.com,A+,12.929267,77.576448,2026-06-08,True,98.0
e2dd3c9c-7eb1-4f65-8808-ec3cb22aafc0,6c6dc798-3262-4003-889b-4a202ff167d8,Ishwar Gade,+914966319314,barmanidika@example.net,A+,13.321393,74.763576,2026-04-06,True,99.62
7fbecfdb-710f-44bd-a64b-2f33478368fd,f26486b2-32aa-4db5-8b65-37e0dd129790,Kamala Biswas,+911657262849,bshroff@example.net,B+,15.849704,74.49769,2026-04-27,True,96.69
81c812cd-1424-4022-93e4-e60ae147f431,32506d7a-f2a5-414c-8dc4-fd281a43d3ef,Ekantika Korpal,+917996507527,ishakuruvilla@example.com,A+,14.46415,75.923079,2024-03-12,True,77.92
cf411e41-94eb-46d5-b359-3a9fab6116c6,ea586cb3-8210-464d-a4af-bd9d63c57803,Anya Anne,+917837770143,tkohli@example.net,A+,15.394639,75.078988,2026-07-07,False,80.01
2f1fd96c-05a1-4154-8bab-cef123f83803,b1d7701c-eae2-4a58-a17f-49f9be6945ce,Urvashi Wali,+915744431351,rehaankalita@example.net,B+,13.026561,77.685455,2026-03-04,False,72.26
6745cfac-da93-402b-81db-3c105bc1a88c,42a57b4f-1620-43b0-9ed6-c919cace87d8,Aradhana Vohra,+913524082400,jonathan71@example.org,O+,13.312079,74.733375,2026-07-24,True,71.25
32139e4f-4ea4-461a-b0a4-bbafae5b2ed9,73bd39e8-26ed-47f6-89ca-129dc92e4059,Upasna Srinivas,+914711671902,dakshachada@example.org,A+,13.065585,77.577578,2026-05-16,True,73.08
abb746e7-3796-4189-aaca-c82e30e5c4cb,2442cb22-2da0-42f1-90ff-0de731dc476a,Omaja Kara,+919649909133,finn23@example.org,O+,15.115381,76.937997,2025-06-16,True,99.29
302a3c6e-c019-40d9-8df7-aeba2c10d0cd,1056a1e1-b38b-4305-85f8-a0a0d58822bc,Naksh Agate,+914034471349,pavanicontractor@example.net,O+,16.858564,75.714653,2024-12-19,True,95.92
cc36d656-8610-4547-ab8e-df86cf5ded76,bc374e2e-5c41-4478-ae5f-1bcb3ea50ace,Manthan Lata,+914994717464,fsarma@example.net,A+,16.830977,75.706605,2026-03-15,True,94.5
bb28371b-11aa-40d9-8aba-8275f227f6cc,cda2a322-31e7-4419-940d-f83e3183d948,Rachana Naidu,+919904902787,pratyush96@example.net,A-,12.297893,76.632085,2025-07-31,True,78.36
fecfcf18-e342-432b-8687-306fc12cc800,2dc24811-470e-4ab1-ac4a-17c1c53023b3,Gavin Singhal,+911256746807,murtyzayyan@example.com,B+,12.931198,77.650809,2026-03-07,True,70.83
3fdd7920-e0b6-424a-a56c-03b2ac3e0455,f147c54b-cacd-40ca-94d6-ec91aac7959f,Netra Varkey,+910385977034,bhavnasarma@example.net,AB+,13.338087,74.740497,2024-06-13,True,91.86
1e1e3153-3494-4073-a033-3183519d5a24,1da00ae4-85e5-45f6-942a-7fb0bc4f8434,Jairaj Balakrishnan,+910861317127,yashodhara46@example.com,B+,12.927802,77.591369,2026-07-10,False,83.08
75e29700-eeec-4508-9493-d89297d7b713,ef32e9cc-1c2c-4fb3-8dae-9d37227d0159,Yagnesh Shan,+918214658404,vrishti27@example.net,AB+,15.348153,75.08304,2026-04-19,True,72.1
86d1e778-77bd-4fd2-a0b4-2e112a485848,d22c4b53-9ce7-4fd3-ae05-8862f6fc5728,Hemani Natarajan,+913963605766,warhibansal@example.org,O+,17.326346,76.842575,2026-04-06,True,90.01
96e4db13-7763-47d9-9fef-92da095f069d,6ae9ac4d-5bbe-48ae-98a7-2fa4c70ef89b,Harish Sarraf,+912621745961,lajita57@example.net,A+,12.918387,77.575168,2026-03-27,True,97.08
07964b0c-df15-403e-afe0-5d06c57d9fc3,5cd256ae-d8b2-495b-af5f-d5657aebb65a,Ekapad Keer,+911172400504,kavya62@example.org,A+,15.842765,74.49546,2024-11-30,True,88.2
98a247d8-9077-4915-99ec-4c04d88f2060,74fa734b-f9d6-4e33-b67a-5f138e32ea50,Pranit Garde,+919379237474,shroffbhavna@example.net,B+,12.960408,77.571838,2026-04-23,True,78.51
e9cd5a20-5866-46e9-aa83-269f06f060ca,d84f988e-cf97-4cba-a15a-5e904d38d3f9,Ethan Sathe,+914743671369,chakrika40@example.net,AB+,17.351864,76.849737,2025-04-02,True,75.97
3182f7ec-df29-466d-8591-08a29dc91f3b,a43b3ea9-6a9a-4f62-bd93-50861ddf6ffe,Anvi Anand,+913953394210,ridhi09@example.com,O+,12.963117,77.595971,2024-12-16,True,87.27
6c2cb346-95bb-44ac-99fa-c6b5692b868f,4dfa5743-36fb-4829-8080-9b2c2b16c15b,Gautam Merchant,+912858842474,ishwar71@example.org,A+,14.459203,75.925717,2026-05-01,True,76.57
8a11eff0-7bcb-4318-96a1-3a5cceca4845,88da6d0b-8d05-40a8-bbc8-57319a8ebf7c,Mekhala Pau,+918175496513,nbakshi@example.net,B-,16.811899,75.714331,2026-04-29,True,94.04
0fcc81ea-6d8d-45b8-9557-703d92f77f98,482495ff-28bc-4e88-b79d-7b2f6a90935d,Timothy Bhatnagar,+912004711382,xsetty@example.net,AB+,17.278772,76.797821,2026-02-25,True,96.76
d46db58a-e539-4196-953e-9bc687f7298a,75beb0fb-6b97-4a77-baa5-cee17086a6d1,Mohammed Sachdeva,+914053773515,darsh64@example.org,A+,12.245938,76.657443,2026-03-18,True,77.42
54676b52-41d6-404a-a901-824ea313e089,669663d1-2ed4-4266-8ef2-1ab8b5a87aa8,Suhani Chand,+915329318393,falgunidivan@example.net,O+,15.811037,74.492289,2025-11-26,True,77.03
05aeca9f-a899-4b8c-8942-213c1568b70d,a83053a3-74ec-453b-89f0-652eb2edea4c,Aradhana Dhillon,+911020539502,charles26@example.net,A+,13.048726,77.638485,2026-07-23,True,71.93
6db5e869-63d8-4300-ad31-5d43ed26edf6,1531e539-5cdd-45ff-9ae4-fb96e1f0b993,Devansh Soni,+911783908470,srinivasneelima@example.com,A+,12.277688,76.650242,2026-05-29,True,70.59
a10b1a83-09a5-4b6a-a5d0-e00ceb3204ed,3900d432-40cf-4068-a22f-f89c76d8e959,Vritti Sawhney,+912124998569,sudiksha89@example.com,AB+,13.327702,74.744076,2025-01-10,True,98.6
6e4b6f7f-22a9-41e7-9a8f-2b243fe5f638,e05d1b0e-ece2-4f76-9778-9443d6764a10,Ishwar Kale,+915766156545,urvibhavsar@example.org,O+,12.260008,76.628474,2025-07-04,True,84.57
044b894a-5e60-4360-a910-b43486e4a463,b2c0bb71-412d-47f9-89c0-c56233b22597,Girik Sankaran,+910988516560,devika51@example.net,O+,12.987215,77.543252,2026-04-28,True,86.02
1d00c508-034d-455f-8645-4042e6ebfeca,26326d67-5668-463b-93b6-627205b188b9,Mohammed Subramaniam,+915149368998,lokeayush@example.org,A+,12.999512,76.088107,2026-06-13,True,77.8
79d603f8-9701-4b20-8167-c3f9d15803a2,28bda484-0b3d-4599-9df1-1dd2a57f3114,Dayamai Nori,+919612018366,kom@example.com,O+,12.957927,77.617496,2024-12-09,True,72.46
5a7d0d01-0f39-45ee-b121-3868f22e6214,c7ce8c75-79c0-4023-b38d-1e328cbb9aa0,Ekta Chad,+910147679764,yauvanicomar@example.com,B+,13.00719,77.594579,2026-02-20,False,70.93
32bdef04-e6fd-4078-ac74-d686c8b54014,51b9e13a-e1cb-4a7d-b42e-f56c53b8d2c5,Indrajit Mander,+913690034324,falak10@example.com,B+,12.91457,77.538712,2026-07-28,True,76.54
c0283f94-67a8-4fd4-96c3-00f2a217292e,635914a4-8fdb-4da5-a59a-43d4eea7fd2c,Parth Dayal,+918516060715,travel@example.net,O+,17.349016,76.869926,2026-04-30,True,74.91
56e90231-192a-4ad6-b05b-9062dd53074b,a4b4cea9-36ae-440f-b654-e03e84bf7c3f,Bimala Contractor,+919751613696,randhawadayita@example.net,O+,13.008023,77.576691,2026-03-27,True,91.45
7355e27e-cf86-41c5-a9a2-69dbfccbdbf6,56a7b81c-7dd5-4613-ad3b-8664aa9e4eb7,Timothy Nath,+918835523124,oscardua@example.net,A+,12.932896,77.553747,2026-02-16,True,73.63
32816994-dcb4-4918-a881-d67f815f2e88,38cd3795-b4fe-498e-a761-f4ec4d031a17,Peter Tak,+919955271774,daksh58@example.org,B+,13.122906,78.149301,2026-06-08,True,70.38
4d35084e-507b-4c18-8546-e49764018b76,81d1e347-9155-4f14-a172-c262306791da,Triya Seth,+911199867980,uguha@example.net,B+,12.279826,76.646656,2026-03-17,True,83.06
c80fbf00-940e-42aa-90a3-de90392a882b,560c14aa-01c6-48fb-a424-a4d8704fd8de,Yachana Dora,+911820377889,janujapradhan@example.com,O+,14.460143,75.956457,2026-06-11,True,94.77
68b57bfd-1f86-4950-81d9-4f6ba87c407d,0b66c508-2285-4357-8f05-aab3f8b8cde6,Nilima Nigam,+911864492519,inayamukherjee@example.net,AB+,12.914333,74.864426,2024-11-09,True,83.94
0227cca4-bd07-4dbf-81df-b24497737df9,cf8bd88b-b292-4d28-94bd-4ff9d06f7a30,Kai Chad,+912816850542,haritasunder@example.org,O+,15.860519,74.49975,2025-07-11,True,77.75
d4fd2564-97b2-4387-a4db-783af65bcd31,e5fb7729-192a-4383-a006-0c85be12f0da,Laksh Dubey,+918805929622,noahsarma@example.org,B-,13.002681,77.56469,2026-07-18,True,91.6
4c9400df-71d3-40f7-ba97-cab0e9818134,12b06a69-99e0-4774-92d9-21dbd90cc9bc,Janya Khanna,+913834735977,lavanya88@example.com,O+,15.350732,75.087001,2026-08-09,True,76.65
8d820ecb-4aee-49e3-a2b1-97c14c03939e,87a0cd1f-d21d-4174-af13-6ffaf8ee02e7,Ryan Devi,+918181412478,rajeshrichand@example.org,B+,17.32317,76.830452,2026-06-18,True,86.51
d2309c86-f355-48f9-b72e-917b23f021e5,a297d974-4de0-4ef4-be9a-2841f98e9b48,Ikshita Bala,+915361530515,lakshbarad@example.com,A-,12.96252,77.619676,2026-04-04,True,86.08
fe1ba4fd-0300-4e79-b420-90244f8f9329,10858796-377b-45cc-adfc-e61807d1e6ed,Liam Singh,+910432898614,charvidara@example.org,B+,15.139763,76.923153,2026-03-08,True,99.42
601fa868-f5f1-4771-af4f-0025038a3d20,f677a8f9-d785-4bca-9cb1-5daf64299dac,Oni Shankar,+918089324609,wridesh96@example.org,B+,13.927312,75.571288,2026-04-28,True,99.23
e588a3a8-0568-4e00-9672-c7baf70537c5,ad12a13a-46b4-4d8f-b0b3-655338f66a5d,Jalsa Bir,+916540515319,kiaan05@example.net,O+,12.937222,74.880107,2026-08-10,True,84.08
22c68781-7a4e-45f9-a288-7809017c027e,3d7e637d-5576-4655-bdcd-deac229f0844,Parth Shetty,+917043030548,qsolanki@example.org,AB+,12.298651,76.640376,2026-08-03,True,72.22
999eafd4-48a5-47de-a61b-ef24f90f4ec9,50a31abd-4a74-4167-bd26-1e88524107b7,Bhavika Parikh,+915667652775,fitan61@example.com,B-,15.849893,74.497973,2025-06-04,True,92.93
2f4920ac-1ada-4516-956e-021087a02f5b,b3f5f03b-5865-44c9-81e2-20b444364533,Chaaya Nagi,+914796275705,omaharaj@example.org,B+,15.855989,74.54016,2026-06-16,True,87.66
b771eb54-cb2d-454b-8057-950f2aecb635,9aab3d90-4bff-4e16-9487-f1b4fffe523b,Nidra Patla,+917021355690,shivaniprabhakar@example.com,AB+,12.317013,76.648032,2025-07-16,True,77.94
af3e2063-f026-4be9-844e-d260bb707a3a,2d959814-6fbb-4070-a3dd-5a043519b5e3,Faraj Devan,+913102786814,sanaya39@example.com,A+,12.963762,77.591875,2026-05-15,True,78.74
926da321-2982-434c-8639-883b428269f2,c5c80bfd-c015-4b3c-b6e4-88d77f707128,Ryan Das,+917155188442,janakitrivedi@example.org,B+,12.954741,77.537746,2026-04-11,True,88.75
1e2d87a2-5686-4b8c-aa70-484670114082,77d3c6c7-a485-4fc3-8c8a-5a7d59809f66,Sai Dewan,+918957829114,hsrinivas@example.com,B+,17.280018,76.860761,2026-04-10,True,72.14
74669bbd-b620-47e0-86f9-2ab8eaea4b61,b111d7b3-c966-450b-b696-72aea256d3d2,Ethan Dass,+918528922680,vasamichael@example.com,B-,12.971515,77.581311,2025-10-09,True,79.12
80233b8f-d363-4b56-8cf8-80a5b6814167,4f8407df-6ec9-4bbb-b5db-3913e8128f0d,Neel Naidu,+911438424981,miteshgarg@example.net,B+,12.289927,76.637857,2026-06-17,True,88.11
941b9510-d951-4f1f-b238-cb6ac0327e39,eb94cf52-8f34-4005-bc11-c77b0fad42cd,Benjamin Balakrishnan,+913969078447,nidramishra@example.com,O+,12.968116,77.587659,2026-08-09,True,90.17
0afb2b20-227b-4114-a3c7-1030360a13f2,2f2d36b7-06f7-47d7-98f2-5188a41593ef,Darpan Dugar,+913592555625,nagarwyatt@example.com,B+,12.971613,77.594259,2026-04-09,True,87.56
0567dd7e-635c-4db6-a223-8d365552d333,87ac469d-0a18-471a-9e41-70a0e2aea391,Amara Sengupta,+914696325953,wishivarma@example.com,B+,15.864464,74.507609,2024-03-29,True,74.82
a80ea6a6-f8b9-4310-9e7f-bbfa5ef638cc,9e7ad703-1007-48b6-9137-0c39e08dde78,Darika Tank,+917339500479,imangal@example.org,B+,12.286499,76.623848,2026-05-10,True,79.44
55008a41-3c68-4064-9241-4002ac425ca5,ebf473d7-f82c-4bee-8d6f-eaa145520060,Raagini Desai,+910609835841,cthaman@example.net,B+,12.887227,77.6541,2026-02-19,True,83.86
d7a89e03-79b8-4efc-bd69-fbd019426d86,880943b6-720a-4359-b909-28586af5044b,Jagat Dave,+918523986800,devangauri@example.com,B+,12.947823,77.570915,2026-08-05,True,86.48
9acf19a2-f7d6-40f9-98c9-6ab3e8bcf252,11924b04-df66-4eea-814f-cd1914367ecd,Manthan Varma,+912694958887,vaishnavi05@example.com,A+,13.313494,75.764056,2026-02-26,True,91.29
d5b8eb27-e372-40ad-bced-255b816e7e3e,a9e49dc7-b672-4fa5-b5c8-a2debe92f6e0,Omaja Morar,+919930972896,xavierbalay@example.net,A-,12.97156,77.594627,2026-04-30,True,73.52
2b02e464-b876-4190-9c2d-6e9159171b55,4bcebdb7-a97d-4104-84fb-b68b436e1059,Rayaan Bahl,+916368970283,vanya86@example.com,B+,13.927757,75.557733,2024-10-07,True,77.31
8a9baf2a-c85a-4c65-a400-9d8a40465fcd,0d954dc1-4237-4e0f-b72f-74dec09cd476,Tripti Walia,+919733484344,vrindanadig@example.com,B+,12.924012,74.850564,2026-05-06,True,93.7
73d4b244-8925-4652-9ae2-740f7134dc51,71018f26-f980-4d96-8a61-692b866c8411,Anusha Mani,+916524041574,mkala@example.net,O+,12.240069,76.636625,2025-04-14,True,87.4
f815b27e-dfa2-4c9a-a08b-b6ce08efb536,9e0b18a2-535b-4ef3-bb89-23e4a64a7570,Anita Devan,+913083301657,devanabdul@example.net,B+,17.283815,76.851079,2024-08-06,True,97.99
bcc516c8-bfb4-482f-b720-56dea3156be5,c751fca6-7e84-473c-b7ed-704557122ccb,Niharika Soni,+914019380262,ranganathanwarhi@example.org,B+,13.343346,74.777775,2026-03-23,False,92.34
5c540583-9f7a-45a3-baa3-321bbb0d4a13,3f8bb263-b309-4387-b0b2-97372d3cd7ba,Baljiwan Andra,+915478872874,isaiahnarayanan@example.org,O+,17.297033,76.86406,2026-04-25,True,71.11
954bffc8-4ee5-4214-b1de-0562be07ec9c,4c7cfafe-8c57-4d75-93d8-87647869c7ce,Aarini Grewal,+913296685161,logansood@example.com,O+,15.381375,75.105515,2026-06-05,True,70.46
11b34b36-9f89-48bd-936e-d6d1512ef0f1,c63a1f82-08b5-416d-90aa-87b62d14c131,Abeer Lal,+915499045301,kmohanty@example.com,A+,13.054403,77.578367,2026-04-11,True,90.78
252990e9-6740-4993-8c27-fed004f2d9f8,509b45f9-ae11-4369-b5d2-b680e74613e6,Jacob Merchant,+912727956878,yugbumb@example.net,O+,15.878029,74.458397,2026-07-02,True,96.62
5f11e788-72b1-427f-9375-c33e5a7aa114,9bd59354-8a13-4e06-9ab0-c956fc6fa50c,Janaki Brahmbhatt,+913982258713,gchand@example.com,B+,15.349259,75.109437,2026-04-08,True,92.4
ceb701a1-e4f8-431b-b136-40d019fd47b1,6c5e4f52-877a-48ad-8376-171269e01508,Sudiksha Deo,+918740640391,sampathhemangini@example.net,O+,12.295152,76.638659,2026-05-15,True,70.87
2f393565-6384-420f-b561-9788e3f91b01,b2e383c3-9986-4ac2-8755-d8f982a19162,Darpan Biswas,+912265676618,ijayadani@example.org,B+,12.971218,77.595083,2024-12-19,True,93.78
0e5a30be-333a-4601-96a9-f9b1a1f99760,a49233b5-1c3c-4123-821e-3a550c82b48f,Joshua Kapoor,+918686337524,isaiahbalay@example.net,O+,12.972371,77.593766,2024-06-26,True,83.83
dfd3d96f-5d98-4d42-8562-46134532246a,edeaa907-4068-484c-b6f9-30e2bc4822cb,Amol Khosla,+910790306738,dakshdey@example.net,O+,12.980844,77.595161,2026-02-17,True,72.22
e9687a25-8ed7-4119-9e9a-d5046e06a983,856b2086-2e78-4a20-8b8e-3b2824992660,Vivaan Nagar,+918364408926,wbatta@example.net,AB+,16.158389,75.698954,2026-03-17,True,75.98
1b0e6766-8cd6-4145-8b68-b1514fd7a8da,72c09e42-a592-4854-b38c-4fa892ee85dc,Eiravati Saha,+912873342708,jsaha@example.net,B-,12.973944,77.624462,2026-07-05,False,94.9
73497c39-cc6f-4edd-b5b8-468289636f97,d636cbb0-f731-4978-bc3f-0934fc0b5d82,Lipika Kibe,+917518304699,boraraghav@example.net,O+,12.295807,76.639392,2026-02-26,True,94.99
c22c305c-e066-4133-a055-c904df5a5b84,7eca662a-f73e-424c-9664-3720476e3ff6,Varenya Joshi,+913173936385,lajita78@example.net,O+,13.009643,76.123634,2025-08-03,True,90.33
3b2707c7-8127-45bb-9e0e-d8e8542319bd,8dd1bfbd-bd61-4a91-a199-6e4dca1b947e,Darika Lal,+911753556093,amollal@example.net,O+,14.473369,75.906862,2026-02-21,False,93.66
66a93307-9fb0-40fd-b27c-bc942ba2c45b,3d07edce-9ffd-469c-9a8a-79f6c55983fb,Chakrika Dua,+919378547772,omkaar28@example.com,O-,12.983539,77.60788,2024-12-15,True,73.96
31375166-b924-4ac7-843a-9aaf3dfcd82e,f27f35ce-6c5d-44ec-9669-3644326a4248,Daniel Viswanathan,+916231203875,subramanianvinaya@example.org,O-,15.305958,75.11204,2026-04-12,True,98.33
f9df98de-f8b9-42d2-b4fb-b5b423ab98c2,ec6ddf8b-17f2-43e2-adb1-afdf1ef1a3a4,Nisha Arora,+914086211823,zayyanpandya@example.com,O+,17.91315,77.516838,2026-08-02,True,99.0
27ae2d98-2a16-44f4-8666-c29a96ee3fb8,0ca8e998-1005-4570-9c46-4ce5495fa568,Farhan Prakash,+913410166687,andraonveer@example.org,AB+,13.357901,77.114696,2026-03-29,True,81.84
fc054d34-4991-4e30-91db-db3a8552ec4d,7d84aba4-c101-4613-a854-121194cd5643,Radha Narula,+913974014890,divyababu@example.org,O+,12.969899,77.596492,2025-01-19,True,98.21
68948b1a-b8c3-4909-a7d9-08f72838de68,666da815-2af6-49f3-b2b5-870990419fa6,Mitali Bose,+919685621850,sarkarvincent@example.org,O+,12.979407,77.59587,2026-05-25,True,71.9
aaadb310-d5c6-4f92-95ff-fd58eec4d4c0,15334eba-9178-47f8-bfca-9d1487f963c7,Mekhala Narain,+913586629619,yatin11@example.com,B+,13.920118,75.597726,2026-01-06,True,84.78
4e7e1c51-49fb-43b7-b678-16b8dababe64,3aa78d1f-b183-4f26-af0e-49409ab4db8f,Lajita Dube,+911047541212,jsen@example.net,B+,13.028971,77.661943,2026-02-14,True,82.57
a7f144ed-6399-473b-b78e-4db4bd9ca919,d7597c4e-9f0a-477d-86c4-e8461d2c6a2f,Harshil Bal,+919956046618,omkaarrai@example.org,A+,14.463324,75.922458,2026-06-20,True,78.39
f6878c25-4d16-493c-8651-39bc96beaf23,6f40e556-9f3c-4cf0-b501-ed8f2dda3507,Amruta Mitra,+912646471543,dhayre@example.org,B+,17.325902,76.835741,2026-05-16,True,97.05
45503b1e-b323-4b22-84db-dca4eca3a539,67432168-5df7-40d7-920f-04e1277f7d98,Daksha Ahuja,+915756924593,lmurthy@example.com,AB+,15.849634,74.498116,2026-03-17,True,76.36
73eeecdf-3e6b-4568-a112-215bdc4a93f4,9fd0ac10-1979-4b22-8c2c-df051340fad8,Bishakha Swaminathan,+916519398280,ckadakia@example.com,B+,15.906524,74.517131,2026-03-03,True,94.89
df4b85f4-0e8f-4f89-b389-aa0821616b40,c3b239ad-65cb-47ee-ac14-cd2a7d3d1e0e,Nilima Tata,+912661797968,ybansal@example.com,B+,12.92341,74.833164,2026-02-27,False,95.75
67082874-e6fd-44b6-83ef-4b82dca2f7fc,5a3c3387-5b2e-423e-bbdc-5fa4592e679d,Ikbal Kothari,+919656101438,sanayaprasad@example.com,A+,12.971589,77.597419,2026-05-11,True,80.75
d44ebd9d-4fe4-4a2e-9aca-2fe40ac64973,0cfd748f-e3ac-45c8-ae4d-e743e2347681,Xiti Dora,+914611254573,epall@example.org,B+,15.153223,76.922825,2024-12-09,True,92.37
c5e65340-a13d-4d6e-8a68-afde5a7c0dea,d37602c1-0b6c-45ac-befd-2c3d920cfcc0,Sneha Nagar,+910512382825,oshere@example.com,A+,15.324701,75.120542,2026-05-25,False,93.5
